store_name,product_name,analysis_month,monthly_inventory,monthly_sales,inventory_sales_diff,inventory_status
"Grand Bazaar","Luxe Fashion Item 67",24-05,70,0,70,"inventory issue"
"Grand Bazaar","EcoWare Books Item 68",24-05,0,8,-8,"inventory issue"
"Grand Bazaar","Zenon Sports Item 70",24-05,0,10,-10,"inventory issue"
"Grand Bazaar","Crafto Sports Item 73",24-05,34,0,34,"inventory issue"
"Grand Bazaar","Acme Home Item 74",24-05,19,4,15,"inventory issue"
"Grand Bazaar","Pulse Home Item 77",24-05,-3,1,-4,"within demand"
"Grand Bazaar","PlayOn Fashion Item 78",24-05,8,4,4,"within demand"
"Grand Bazaar","Freshly Grocery Item 79",24-05,1,0,1,"within demand"
"Grand Bazaar","Acme Electronics Item 80",24-05,2,3,-1,"within demand"
"Grand Bazaar","Acme Electronics Item 81",24-05,21,0,21,"inventory issue"
"Grand Bazaar","Nova Electronics Item 82",24-05,0,2,-2,"within demand"
"Grand Bazaar","Pulse Electronics Item 83",24-05,18,0,18,"inventory issue"
"Grand Bazaar","Pulse Grocery Item 85",24-05,0,4,-4,"within demand"
"Grand Bazaar","Luxe Fashion Item 86",24-05,-1,4,-5,"within demand"
"Grand Bazaar","Nova Electronics Item 87",24-05,30,2,28,"inventory issue"
"Grand Bazaar","UrbanX Fashion Item 88",24-05,-4,3,-7,"inventory issue"
"Grand Bazaar","Freshly Fashion Item 89",24-05,-7,0,-7,"inventory issue"
"Grand Bazaar","Pulse Fashion Item 90",24-05,-4,0,-4,"within demand"
"Grand Bazaar","Acme Home Item 91",24-05,0,2,-2,"within demand"
"Grand Bazaar","Acme Beauty Item 92",24-05,39,0,39,"inventory issue"
"Grand Bazaar","PlayOn Beauty Item 93",24-05,0,5,-5,"within demand"
"Grand Bazaar","Nova Home Item 94",24-05,0,5,-5,"within demand"
"Grand Bazaar","Crafto Electronics Item 95",24-05,19,0,19,"inventory issue"
"Grand Bazaar","Luxe Toys Item 96",24-05,-3,0,-3,"within demand"
"Grand Bazaar","Luxe Toys Item 97",24-05,1,0,1,"within demand"
"Grand Bazaar","Crafto Beauty Item 98",24-05,-5,5,-10,"inventory issue"
"Grand Bazaar","UrbanX Sports Item 99",24-05,33,3,30,"inventory issue"
"Grand Bazaar","EcoWare Fashion Item 100",24-05,0,10,-10,"inventory issue"
"Grand Bazaar","Zenon Electronics Item 103",24-05,0,1,-1,"within demand"
"Grand Bazaar","Nova Fashion Item 104",24-05,-2,0,-2,"within demand"
"Grand Bazaar","Acme Toys Item 105",24-05,1,2,-1,"within demand"
"Grand Bazaar","Zenon Toys Item 108",24-05,-3,0,-3,"within demand"
"Grand Bazaar","Acme Electronics Item 109",24-05,-3,5,-8,"inventory issue"
"Grand Bazaar","PlayOn Toys Item 110",24-05,-12,2,-14,"inventory issue"
"Grand Bazaar","Zenon Toys Item 112",24-05,83,0,83,"inventory issue"
"Grand Bazaar","Zenon Toys Item 114",24-05,47,2,45,"inventory issue"
"Grand Bazaar","PlayOn Books Item 115",24-05,-1,1,-2,"within demand"
"Grand Bazaar","Zenon Fashion Item 116",24-05,0,4,-4,"within demand"
"Grand Bazaar","Nova Home Item 118",24-05,15,5,10,"inventory issue"
"Grand Bazaar","Acme Sports Item 119",24-05,9,0,9,"inventory issue"
"Grand Bazaar","Acme Fashion Item 120",24-05,0,5,-5,"within demand"
"Grand Bazaar","Pulse Fashion Item 121",24-05,-3,3,-6,"inventory issue"
"Grand Bazaar","Luxe Beauty Item 124",24-05,13,0,13,"inventory issue"
"Grand Bazaar","EcoWare Toys Item 126",24-05,50,0,50,"inventory issue"
"Grand Bazaar","Zenon Sports Item 127",24-05,0,3,-3,"within demand"
"Grand Bazaar","UrbanX Home Item 128",24-05,40,0,40,"inventory issue"
"Grand Bazaar","EcoWare Home Item 129",24-05,37,3,34,"inventory issue"
"Grand Bazaar","Freshly Fashion Item 130",24-05,-4,0,-4,"within demand"
"Grand Bazaar","Crafto Electronics Item 131",24-05,18,4,14,"inventory issue"
"Grand Bazaar","Nova Books Item 132",24-05,-5,0,-5,"within demand"
"Grand Bazaar","Pulse Home Item 133",24-05,-2,0,-2,"within demand"
"Grand Bazaar","Luxe Electronics Item 134",24-05,15,10,5,"within demand"
"Grand Bazaar","UrbanX Beauty Item 135",24-05,-3,0,-3,"within demand"
"Grand Bazaar","Pulse Beauty Item 136",24-05,-3,0,-3,"within demand"
"Grand Bazaar","Luxe Beauty Item 137",24-05,-2,0,-2,"within demand"
"Grand Bazaar","Crafto Books Item 138",24-05,70,0,70,"inventory issue"
"Grand Bazaar","Luxe Beauty Item 140",24-05,56,0,56,"inventory issue"
"Grand Bazaar","Pulse Toys Item 141",24-05,2,7,-5,"within demand"
"Grand Bazaar","Nova Home Item 142",24-05,-2,0,-2,"within demand"
"Grand Bazaar","Zenon Beauty Item 143",24-05,0,5,-5,"within demand"
"Grand Bazaar","Crafto Grocery Item 144",24-05,44,0,44,"inventory issue"
"Grand Bazaar","Acme Sports Item 151",24-05,-3,0,-3,"within demand"
"Grand Bazaar","PlayOn Grocery Item 152",24-05,0,2,-2,"within demand"
"Grand Bazaar","EcoWare Books Item 154",24-05,44,0,44,"inventory issue"
"Grand Bazaar","Luxe Books Item 155",24-05,0,2,-2,"within demand"
"Grand Bazaar","Freshly Grocery Item 156",24-05,0,1,-1,"within demand"
"Grand Bazaar","Nova Beauty Item 157",24-05,45,8,37,"inventory issue"
"Grand Bazaar","Luxe Fashion Item 158",24-05,43,0,43,"inventory issue"
"Grand Bazaar","Freshly Electronics Item 159",24-05,0,5,-5,"within demand"
"Grand Bazaar","PlayOn Books Item 160",24-05,0,5,-5,"within demand"
"Grand Bazaar","Luxe Fashion Item 161",24-05,22,0,22,"inventory issue"
"Grand Bazaar","EcoWare Books Item 162",24-05,0,1,-1,"within demand"
"Grand Bazaar","Crafto Home Item 164",24-05,47,5,42,"inventory issue"
"Grand Bazaar","Crafto Electronics Item 165",24-05,49,5,44,"inventory issue"
"Grand Bazaar","Pulse Books Item 167",24-05,-3,0,-3,"within demand"
"Grand Bazaar","EcoWare Sports Item 168",24-05,9,0,9,"inventory issue"
"Grand Bazaar","Zenon Grocery Item 170",24-05,-7,0,-7,"inventory issue"
"Grand Bazaar","Luxe Sports Item 172",24-05,-4,4,-8,"inventory issue"
"Grand Bazaar","EcoWare Books Item 174",24-05,46,4,42,"inventory issue"
"Grand Bazaar","Acme Fashion Item 175",24-05,0,3,-3,"within demand"
"Grand Bazaar","UrbanX Beauty Item 177",24-05,3,5,-2,"within demand"
"Grand Bazaar","Nova Electronics Item 178",24-05,-5,3,-8,"inventory issue"
"Grand Bazaar","Zenon Grocery Item 179",24-05,0,3,-3,"within demand"
"Grand Bazaar","Zenon Electronics Item 181",24-05,-2,0,-2,"within demand"
"Grand Bazaar","Crafto Home Item 182",24-05,0,4,-4,"within demand"
"Grand Bazaar","Nova Sports Item 183",24-05,27,4,23,"inventory issue"
"Grand Bazaar","Pulse Home Item 184",24-05,2,0,2,"within demand"
"Grand Bazaar","Zenon Beauty Item 187",24-05,-4,3,-7,"inventory issue"
"Grand Bazaar","Pulse Grocery Item 189",24-05,-1,0,-1,"within demand"
"Grand Bazaar","Pulse Toys Item 190",24-05,0,5,-5,"within demand"
"Grand Bazaar","Acme Fashion Item 191",24-05,-5,0,-5,"within demand"
"Grand Bazaar","Luxe Sports Item 192",24-05,-5,0,-5,"within demand"
"Grand Bazaar","Acme Grocery Item 193",24-05,0,4,-4,"within demand"
"Grand Bazaar","Acme Toys Item 194",24-05,0,5,-5,"within demand"
"Grand Bazaar","PlayOn Home Item 195",24-05,-2,2,-4,"within demand"
"Grand Bazaar","Nova Electronics Item 196",24-05,0,1,-1,"within demand"
"Grand Bazaar","PlayOn Grocery Item 197",24-05,-4,5,-9,"inventory issue"
"Grand Bazaar","Nova Fashion Item 198",24-05,30,3,27,"inventory issue"
"Grand Bazaar","Zenon Sports Item 201",24-05,-1,2,-3,"within demand"
"Grand Bazaar","Nova Electronics Item 202",24-05,-2,0,-2,"within demand"
"Grand Bazaar","PlayOn Grocery Item 203",24-05,21,0,21,"inventory issue"
"Grand Bazaar","Freshly Fashion Item 205",24-05,40,3,37,"inventory issue"
"Grand Bazaar","UrbanX Electronics Item 206",24-05,33,0,33,"inventory issue"
"Grand Bazaar","UrbanX Books Item 208",24-05,39,7,32,"inventory issue"
"Grand Bazaar","UrbanX Books Item 212",24-05,-4,0,-4,"within demand"
"Grand Bazaar","Luxe Electronics Item 214",24-05,2,10,-8,"inventory issue"
"Grand Bazaar","Luxe Home Item 215",24-05,0,10,-10,"inventory issue"
"Grand Bazaar","Freshly Home Item 216",24-05,0,5,-5,"within demand"
"Grand Bazaar","Acme Books Item 217",24-05,0,3,-3,"within demand"
"Grand Bazaar","Freshly Beauty Item 218",24-05,-1,5,-6,"inventory issue"
"Grand Bazaar","Luxe Toys Item 219",24-05,1,2,-1,"within demand"
"Grand Bazaar","Nova Electronics Item 221",24-05,-1,6,-7,"inventory issue"
"Grand Bazaar","Zenon Home Item 222",24-05,3,4,-1,"within demand"
"Grand Bazaar","Freshly Beauty Item 223",24-05,19,4,15,"inventory issue"
"Grand Bazaar","Zenon Fashion Item 226",24-05,-6,0,-6,"inventory issue"
"Grand Bazaar","PlayOn Toys Item 228",24-05,-4,0,-4,"within demand"
"Grand Bazaar","Freshly Sports Item 229",24-05,0,2,-2,"within demand"
"Grand Bazaar","Luxe Home Item 233",24-05,23,1,22,"inventory issue"
"Grand Bazaar","Crafto Beauty Item 234",24-05,8,0,8,"inventory issue"
"Grand Bazaar","EcoWare Books Item 235",24-05,-4,0,-4,"within demand"
"Grand Bazaar","Nova Books Item 238",24-05,5,0,5,"within demand"
"Grand Bazaar","Acme Beauty Item 239",24-05,-2,9,-11,"inventory issue"
"Grand Bazaar","Crafto Beauty Item 241",24-05,18,0,18,"inventory issue"
"Grand Bazaar","Nova Toys Item 242",24-05,0,4,-4,"within demand"
"Grand Bazaar","Freshly Fashion Item 243",24-05,-2,3,-5,"within demand"
"Grand Bazaar","Crafto Beauty Item 246",24-05,48,0,48,"inventory issue"
"Grand Bazaar","PlayOn Books Item 247",24-05,1,8,-7,"inventory issue"
"Grand Bazaar","Freshly Grocery Item 248",24-05,-4,0,-4,"within demand"
"Grand Bazaar","Pulse Beauty Item 249",24-05,-4,3,-7,"inventory issue"
"Grand Bazaar","Pulse Books Item 250",24-05,-4,0,-4,"within demand"
"Grand Bazaar","Freshly Books Item 251",24-05,0,3,-3,"within demand"
"Grand Bazaar","Freshly Books Item 253",24-05,-1,0,-1,"within demand"
"Grand Bazaar","Crafto Beauty Item 254",24-05,45,3,42,"inventory issue"
"Grand Bazaar","Zenon Fashion Item 255",24-05,0,8,-8,"inventory issue"
"Grand Bazaar","Freshly Fashion Item 256",24-05,-3,10,-13,"inventory issue"
"Grand Bazaar","Zenon Toys Item 258",24-05,0,2,-2,"within demand"
"Grand Bazaar","EcoWare Electronics Item 259",24-05,0,5,-5,"within demand"
"Grand Bazaar","Crafto Sports Item 260",24-05,0,0,0,"within demand"
"Grand Bazaar","Acme Electronics Item 262",24-05,-4,0,-4,"within demand"
"Grand Bazaar","Nova Beauty Item 263",24-05,34,0,34,"inventory issue"
"Grand Bazaar","Pulse Home Item 265",24-05,36,0,36,"inventory issue"
"Grand Bazaar","PlayOn Grocery Item 266",24-05,1,0,1,"within demand"
"Grand Bazaar","PlayOn Grocery Item 269",24-05,49,0,49,"inventory issue"
"Grand Bazaar","Pulse Beauty Item 270",24-05,-5,0,-5,"within demand"
"Grand Bazaar","Acme Grocery Item 271",24-05,-6,3,-9,"inventory issue"
"Grand Bazaar","Zenon Beauty Item 272",24-05,49,0,49,"inventory issue"
"Grand Bazaar","Pulse Sports Item 273",24-05,-5,0,-5,"within demand"
"Grand Bazaar","Nova Sports Item 274",24-05,0,5,-5,"within demand"
"Grand Bazaar","PlayOn Beauty Item 275",24-05,0,2,-2,"within demand"
"Grand Bazaar","Acme Electronics Item 276",24-05,-2,7,-9,"inventory issue"
"Grand Bazaar","Zenon Grocery Item 277",24-05,-2,0,-2,"within demand"
"Grand Bazaar","Zenon Electronics Item 278",24-05,48,0,48,"inventory issue"
"Grand Bazaar","EcoWare Toys Item 279",24-05,10,0,10,"inventory issue"
"Grand Bazaar","Crafto Electronics Item 280",24-05,1,2,-1,"within demand"
"Grand Bazaar","Acme Grocery Item 281",24-05,-4,0,-4,"within demand"
"Grand Bazaar","Pulse Fashion Item 283",24-05,0,10,-10,"inventory issue"
"Grand Bazaar","Acme Sports Item 284",24-05,0,7,-7,"inventory issue"
"Grand Bazaar","Pulse Home Item 285",24-05,-3,0,-3,"within demand"
"Grand Bazaar","Crafto Sports Item 286",24-05,1,0,1,"within demand"
"Grand Bazaar","UrbanX Toys Item 288",24-05,-2,6,-8,"inventory issue"
"Grand Bazaar","Pulse Grocery Item 289",24-05,0,2,-2,"within demand"
"Grand Bazaar","Acme Sports Item 292",24-05,20,0,20,"inventory issue"
"Grand Bazaar","Acme Fashion Item 293",24-05,51,0,51,"inventory issue"
"Grand Bazaar","Nova Electronics Item 294",24-05,-4,5,-9,"inventory issue"
"Grand Bazaar","Crafto Beauty Item 296",24-05,-6,0,-6,"inventory issue"
"Grand Bazaar","EcoWare Home Item 297",24-05,33,0,33,"inventory issue"
"Grand Bazaar","UrbanX Books Item 298",24-05,-5,0,-5,"within demand"
"Grand Bazaar","Crafto Fashion Item 299",24-05,15,0,15,"inventory issue"
"Grand Bazaar","Zenon Toys Item 300",24-05,-5,5,-10,"inventory issue"
"Grand Bazaar","Freshly Beauty Item 5",24-06,-1,3,-4,"within demand"
"Grand Bazaar","PlayOn Beauty Item 6",24-06,45,0,45,"inventory issue"
"Grand Bazaar","Luxe Home Item 8",24-06,-2,0,-2,"within demand"
"Grand Bazaar","EcoWare Grocery Item 9",24-06,0,5,-5,"within demand"
"Grand Bazaar","Luxe Beauty Item 11",24-06,-4,7,-11,"inventory issue"
"Grand Bazaar","Freshly Electronics Item 13",24-06,0,3,-3,"within demand"
"Grand Bazaar","Luxe Toys Item 14",24-06,-3,0,-3,"within demand"
"Grand Bazaar","EcoWare Fashion Item 16",24-06,-2,2,-4,"within demand"
"Grand Bazaar","PlayOn Home Item 17",24-06,-3,0,-3,"within demand"
"Grand Bazaar","Nova Books Item 18",24-06,35,0,35,"inventory issue"
"Grand Bazaar","Luxe Books Item 21",24-06,-3,0,-3,"within demand"
"Grand Bazaar","PlayOn Beauty Item 23",24-06,3,1,2,"within demand"
"Grand Bazaar","Nova Electronics Item 25",24-06,41,2,39,"inventory issue"
"Grand Bazaar","UrbanX Grocery Item 26",24-06,0,9,-9,"inventory issue"
"Grand Bazaar","PlayOn Fashion Item 28",24-06,-7,0,-7,"inventory issue"
"Grand Bazaar","Acme Books Item 29",24-06,-3,0,-3,"within demand"
"Grand Bazaar","Acme Grocery Item 32",24-06,25,4,21,"inventory issue"
"Grand Bazaar","EcoWare Fashion Item 34",24-06,-2,1,-3,"within demand"
"Grand Bazaar","Luxe Home Item 35",24-06,1,0,1,"within demand"
"Grand Bazaar","Pulse Grocery Item 36",24-06,-4,0,-4,"within demand"
"Grand Bazaar","Pulse Fashion Item 37",24-06,-2,0,-2,"within demand"
"Grand Bazaar","PlayOn Home Item 39",24-06,0,5,-5,"within demand"
"Grand Bazaar","Pulse Books Item 40",24-06,2,3,-1,"within demand"
"Grand Bazaar","UrbanX Toys Item 41",24-06,2,7,-5,"within demand"
"Grand Bazaar","Luxe Beauty Item 42",24-06,42,5,37,"inventory issue"
"Grand Bazaar","EcoWare Fashion Item 44",24-06,-1,0,-1,"within demand"
"Grand Bazaar","Nova Sports Item 45",24-06,34,0,34,"inventory issue"
"Grand Bazaar","Luxe Sports Item 47",24-06,0,4,-4,"within demand"
"Grand Bazaar","Crafto Beauty Item 49",24-06,8,2,6,"inventory issue"
"Grand Bazaar","Pulse Toys Item 50",24-06,40,3,37,"inventory issue"
"Grand Bazaar","Crafto Books Item 51",24-06,-4,0,-4,"within demand"
"Grand Bazaar","Luxe Fashion Item 52",24-06,-7,4,-11,"inventory issue"
"Grand Bazaar","EcoWare Electronics Item 54",24-06,-3,0,-3,"within demand"
"Grand Bazaar","Luxe Beauty Item 55",24-06,-3,0,-3,"within demand"
"Grand Bazaar","PlayOn Electronics Item 57",24-06,1,0,1,"within demand"
"Grand Bazaar","Pulse Home Item 59",24-06,11,0,11,"inventory issue"
"Grand Bazaar","EcoWare Books Item 61",24-06,-4,1,-5,"within demand"
"Grand Bazaar","Acme Fashion Item 62",24-06,42,0,42,"inventory issue"
"Grand Bazaar","Crafto Grocery Item 63",24-06,5,0,5,"within demand"
"Grand Bazaar","Nova Electronics Item 64",24-06,-4,0,-4,"within demand"
"Grand Bazaar","Acme Grocery Item 65",24-06,34,0,34,"inventory issue"
"Grand Bazaar","Nova Electronics Item 66",24-06,45,0,45,"inventory issue"
"Grand Bazaar","EcoWare Books Item 68",24-06,38,0,38,"inventory issue"
"Grand Bazaar","Zenon Sports Item 70",24-06,-5,0,-5,"within demand"
"Grand Bazaar","Acme Grocery Item 71",24-06,-2,3,-5,"within demand"
"Grand Bazaar","Acme Electronics Item 72",24-06,-5,5,-10,"inventory issue"
"Grand Bazaar","Crafto Sports Item 73",24-06,-11,0,-11,"inventory issue"
"Grand Bazaar","Acme Home Item 74",24-06,0,1,-1,"within demand"
"Grand Bazaar","UrbanX Sports Item 75",24-06,-1,0,-1,"within demand"
"Grand Bazaar","Pulse Home Item 77",24-06,27,2,25,"inventory issue"
"Grand Bazaar","Freshly Grocery Item 79",24-06,-1,8,-9,"inventory issue"
"Grand Bazaar","Acme Electronics Item 81",24-06,3,0,3,"within demand"
"Grand Bazaar","Pulse Electronics Item 83",24-06,70,0,70,"inventory issue"
"Grand Bazaar","Pulse Fashion Item 84",24-06,46,0,46,"inventory issue"
"Grand Bazaar","Pulse Grocery Item 85",24-06,0,1,-1,"within demand"
"Grand Bazaar","Luxe Fashion Item 86",24-06,27,3,24,"inventory issue"
"Grand Bazaar","Nova Electronics Item 87",24-06,-4,2,-6,"inventory issue"
"Grand Bazaar","UrbanX Fashion Item 88",24-06,0,5,-5,"within demand"
"Grand Bazaar","Freshly Fashion Item 89",24-06,-6,2,-8,"inventory issue"
"Grand Bazaar","Pulse Fashion Item 90",24-06,37,2,35,"inventory issue"
"Grand Bazaar","Acme Home Item 91",24-06,0,0,0,"within demand"
"Grand Bazaar","PlayOn Beauty Item 93",24-06,9,0,9,"inventory issue"
"Grand Bazaar","Nova Home Item 94",24-06,42,0,42,"inventory issue"
"Grand Bazaar","Crafto Electronics Item 95",24-06,-4,0,-4,"within demand"
"Grand Bazaar","Luxe Toys Item 96",24-06,-3,0,-3,"within demand"
"Grand Bazaar","Crafto Beauty Item 98",24-06,0,3,-3,"within demand"
"Grand Bazaar","EcoWare Fashion Item 100",24-06,0,3,-3,"within demand"
"Grand Bazaar","EcoWare Toys Item 101",24-06,16,5,11,"inventory issue"
"Grand Bazaar","Zenon Electronics Item 103",24-06,0,4,-4,"within demand"
"Grand Bazaar","Nova Fashion Item 104",24-06,-2,1,-3,"within demand"
"Grand Bazaar","PlayOn Home Item 106",24-06,-3,4,-7,"inventory issue"
"Grand Bazaar","Freshly Home Item 107",24-06,0,8,-8,"inventory issue"
"Grand Bazaar","PlayOn Toys Item 110",24-06,-7,5,-12,"inventory issue"
"Grand Bazaar","PlayOn Home Item 111",24-06,18,1,17,"inventory issue"
"Grand Bazaar","Zenon Toys Item 112",24-06,-7,0,-7,"inventory issue"
"Grand Bazaar","Zenon Toys Item 114",24-06,69,1,68,"inventory issue"
"Grand Bazaar","PlayOn Books Item 115",24-06,-3,3,-6,"inventory issue"
"Grand Bazaar","Zenon Fashion Item 116",24-06,-2,0,-2,"within demand"
"Grand Bazaar","Nova Home Item 118",24-06,-1,0,-1,"within demand"
"Grand Bazaar","Acme Sports Item 119",24-06,2,5,-3,"within demand"
"Grand Bazaar","Acme Fashion Item 120",24-06,-1,0,-1,"within demand"
"Grand Bazaar","Pulse Fashion Item 121",24-06,-3,2,-5,"within demand"
"Grand Bazaar","Acme Sports Item 123",24-06,37,4,33,"inventory issue"
"Grand Bazaar","Luxe Beauty Item 124",24-06,-2,5,-7,"inventory issue"
"Grand Bazaar","Acme Electronics Item 125",24-06,-3,0,-3,"within demand"
"Grand Bazaar","Zenon Sports Item 127",24-06,0,5,-5,"within demand"
"Grand Bazaar","UrbanX Home Item 128",24-06,-9,0,-9,"inventory issue"
"Grand Bazaar","EcoWare Home Item 129",24-06,47,2,45,"inventory issue"
"Grand Bazaar","Freshly Fashion Item 130",24-06,-1,1,-2,"within demand"
"Grand Bazaar","Nova Books Item 132",24-06,34,3,31,"inventory issue"
"Grand Bazaar","Luxe Electronics Item 134",24-06,48,0,48,"inventory issue"
"Grand Bazaar","UrbanX Beauty Item 135",24-06,65,8,57,"inventory issue"
"Grand Bazaar","Pulse Beauty Item 136",24-06,3,4,-1,"within demand"
"Grand Bazaar","Luxe Beauty Item 137",24-06,-1,0,-1,"within demand"
"Grand Bazaar","Crafto Books Item 138",24-06,0,3,-3,"within demand"
"Grand Bazaar","Crafto Sports Item 139",24-06,42,0,42,"inventory issue"
"Grand Bazaar","Luxe Beauty Item 140",24-06,0,3,-3,"within demand"
"Grand Bazaar","Pulse Toys Item 141",24-06,0,1,-1,"within demand"
"Grand Bazaar","Nova Home Item 142",24-06,-1,5,-6,"inventory issue"
"Grand Bazaar","Crafto Grocery Item 144",24-06,110,6,104,"inventory issue"
"Grand Bazaar","PlayOn Electronics Item 145",24-06,-6,0,-6,"inventory issue"
"Grand Bazaar","Freshly Home Item 146",24-06,-3,5,-8,"inventory issue"
"Grand Bazaar","Nova Books Item 147",24-06,21,0,21,"inventory issue"
"Grand Bazaar","EcoWare Books Item 149",24-06,0,4,-4,"within demand"
"Grand Bazaar","PlayOn Grocery Item 152",24-06,92,4,88,"inventory issue"
"Grand Bazaar","Luxe Books Item 153",24-06,-5,2,-7,"inventory issue"
"Grand Bazaar","Luxe Books Item 155",24-06,31,0,31,"inventory issue"
"Grand Bazaar","Freshly Grocery Item 156",24-06,3,0,3,"within demand"
"Grand Bazaar","Nova Beauty Item 157",24-06,1,2,-1,"within demand"
"Grand Bazaar","Luxe Fashion Item 158",24-06,-4,10,-14,"inventory issue"
"Grand Bazaar","Freshly Electronics Item 159",24-06,0,5,-5,"within demand"
"Grand Bazaar","PlayOn Books Item 160",24-06,39,0,39,"inventory issue"
"Grand Bazaar","EcoWare Books Item 162",24-06,5,6,-1,"within demand"
"Grand Bazaar","Crafto Toys Item 163",24-06,24,0,24,"inventory issue"
"Grand Bazaar","Crafto Home Item 164",24-06,20,0,20,"inventory issue"
"Grand Bazaar","Crafto Electronics Item 165",24-06,-3,3,-6,"inventory issue"
"Grand Bazaar","UrbanX Fashion Item 166",24-06,0,2,-2,"within demand"
"Grand Bazaar","Pulse Books Item 167",24-06,-5,0,-5,"within demand"
"Grand Bazaar","Acme Electronics Item 169",24-06,7,4,3,"within demand"
"Grand Bazaar","Zenon Grocery Item 170",24-06,-6,0,-6,"inventory issue"
"Grand Bazaar","Nova Toys Item 171",24-06,2,0,2,"within demand"
"Grand Bazaar","EcoWare Books Item 174",24-06,-9,0,-9,"inventory issue"
"Grand Bazaar","Acme Fashion Item 175",24-06,-2,0,-2,"within demand"
"Grand Bazaar","Pulse Fashion Item 176",24-06,0,9,-9,"inventory issue"
"Grand Bazaar","UrbanX Beauty Item 177",24-06,0,7,-7,"inventory issue"
"Grand Bazaar","Nova Electronics Item 178",24-06,-3,0,-3,"within demand"
"Grand Bazaar","Zenon Grocery Item 179",24-06,6,0,6,"inventory issue"
"Grand Bazaar","Luxe Grocery Item 180",24-06,40,1,39,"inventory issue"
"Grand Bazaar","Zenon Electronics Item 181",24-06,0,3,-3,"within demand"
"Grand Bazaar","Crafto Home Item 182",24-06,-4,0,-4,"within demand"
"Grand Bazaar","Nova Sports Item 183",24-06,-1,0,-1,"within demand"
"Grand Bazaar","Pulse Home Item 184",24-06,37,5,32,"inventory issue"
"Grand Bazaar","UrbanX Sports Item 186",24-06,59,0,59,"inventory issue"
"Grand Bazaar","Zenon Beauty Item 187",24-06,53,0,53,"inventory issue"
"Grand Bazaar","Pulse Toys Item 188",24-06,48,0,48,"inventory issue"
"Grand Bazaar","Pulse Grocery Item 189",24-06,-1,3,-4,"within demand"
"Grand Bazaar","Pulse Toys Item 190",24-06,-4,0,-4,"within demand"
"Grand Bazaar","Acme Fashion Item 191",24-06,0,5,-5,"within demand"
"Grand Bazaar","Luxe Sports Item 192",24-06,0,5,-5,"within demand"
"Grand Bazaar","Acme Grocery Item 193",24-06,15,0,15,"inventory issue"
"Grand Bazaar","Acme Toys Item 194",24-06,-2,0,-2,"within demand"
"Grand Bazaar","Nova Electronics Item 196",24-06,-4,0,-4,"within demand"
"Grand Bazaar","Nova Fashion Item 198",24-06,-3,5,-8,"inventory issue"
"Grand Bazaar","Crafto Beauty Item 199",24-06,47,0,47,"inventory issue"
"Grand Bazaar","Luxe Sports Item 200",24-06,-2,0,-2,"within demand"
"Grand Bazaar","Zenon Fashion Item 204",24-06,-2,0,-2,"within demand"
"Grand Bazaar","Freshly Fashion Item 205",24-06,11,0,11,"inventory issue"
"Grand Bazaar","UrbanX Electronics Item 206",24-06,0,6,-6,"inventory issue"
"Grand Bazaar","Pulse Toys Item 207",24-06,3,5,-2,"within demand"
"Grand Bazaar","UrbanX Books Item 208",24-06,56,8,48,"inventory issue"
"Grand Bazaar","Acme Sports Item 209",24-06,0,7,-7,"inventory issue"
"Grand Bazaar","Pulse Home Item 211",24-06,-3,0,-3,"within demand"
"Grand Bazaar","UrbanX Books Item 212",24-06,38,1,37,"inventory issue"
"Grand Bazaar","UrbanX Grocery Item 213",24-06,0,6,-6,"inventory issue"
"Grand Bazaar","Luxe Electronics Item 214",24-06,42,0,42,"inventory issue"
"Grand Bazaar","Luxe Home Item 215",24-06,45,4,41,"inventory issue"
"Grand Bazaar","Freshly Home Item 216",24-06,-5,0,-5,"within demand"
"Grand Bazaar","Freshly Beauty Item 218",24-06,-3,3,-6,"inventory issue"
"Grand Bazaar","Acme Fashion Item 220",24-06,2,0,2,"within demand"
"Grand Bazaar","Nova Electronics Item 221",24-06,0,2,-2,"within demand"
"Grand Bazaar","Zenon Home Item 222",24-06,34,0,34,"inventory issue"
"Grand Bazaar","Freshly Beauty Item 223",24-06,-3,0,-3,"within demand"
"Grand Bazaar","Acme Beauty Item 224",24-06,0,9,-9,"inventory issue"
"Grand Bazaar","UrbanX Fashion Item 225",24-06,3,4,-1,"within demand"
"Grand Bazaar","Zenon Fashion Item 226",24-06,19,0,19,"inventory issue"
"Grand Bazaar","Luxe Toys Item 227",24-06,0,2,-2,"within demand"
"Grand Bazaar","Freshly Sports Item 229",24-06,-5,0,-5,"within demand"
"Grand Bazaar","Acme Sports Item 231",24-06,-3,0,-3,"within demand"
"Grand Bazaar","EcoWare Books Item 235",24-06,0,2,-2,"within demand"
"Grand Bazaar","UrbanX Toys Item 237",24-06,45,0,45,"inventory issue"
"Grand Bazaar","Nova Books Item 238",24-06,21,0,21,"inventory issue"
"Grand Bazaar","Acme Beauty Item 239",24-06,-5,0,-5,"within demand"
"Grand Bazaar","Nova Toys Item 242",24-06,0,2,-2,"within demand"
"Grand Bazaar","Freshly Fashion Item 243",24-06,0,4,-4,"within demand"
"Grand Bazaar","Freshly Grocery Item 244",24-06,40,0,40,"inventory issue"
"Grand Bazaar","Zenon Home Item 245",24-06,-5,0,-5,"within demand"
"Grand Bazaar","Crafto Beauty Item 246",24-06,10,4,6,"inventory issue"
